feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_5G294400v2	0.378208	1.358102	1.486089	0.376774	0.54703	0.694624	0.061456	0.183976	0.037268	1.753351	1.32399	0.510065	0.371674	0.280861	0.643206	0.160846	0.129768	0.100761
SEVIR_5G294500v2	0.526986	1.068618	0.711728	1.023163	0.747923	0.344627	0.029527	0.032626	0.026403	1.595836	1.406345	1.007321	0.170346	0.136379	0.138912	0.462221	0.036376	0.216245
SEVIR_5G294600v2	21.749148	31.934825	22.673406	27.116101	25.595389	28.556523	18.413117	22.872622	25.983742	42.165775	37.419358	25.332554	31.313255	32.685006	30.314029	26.241033	33.612662	15.116437
SEVIR_5G294700v2	0	0.066012	0	0.051161	0.06431	0	0	0.032686	0.012897	0.069087	0.12356	0.015273	0	0.042759	0.029515	0	0.073627	0.094921
SEVIR_5G294800v2	71.618301	69.165565	76.520797	38.261912	35.637798	62.477086	31.528207	28.765883	32.320695	69.347084	73.058238	47.459423	50.776408	59.098619	59.389198	40.048384	41.914492	19.769648
SEVIR_5G294866v2	0	0.069029	0	0.030643	0.030793	0.027464	0	0.032584	0	0	0	0	0	0	0.06904	0.090098	0	0.028522
SEVIR_5G294932v2	6.162679	5.102117	6.805231	6.660074	8.005755	6.028018	7.266881	5.004239	4.94	6.785394	5.66144	4.039509	6.772327	9.125104	7.057672	4.770554	7.222054	2.590943
SEVIR_5G295000v2	22.673926	14.676602	25.27056	26.839708	25.435168	19.365004	20.692456	19.810375	25.107022	15.39526	18.5263	21.494188	18.901835	18.912226	18.413886	15.416985	18.807937	15.843619
SEVIR_5G295100v2	3.196286	2.143378	1.11493	0.497071	1.309949	0.726456	1.524626	1.933042	2.117999	2.453336	2.119922	1.14105	1.519781	1.737557	1.741277	2.482461	3.238532	1.344129
SEVIR_5G295200v2	6.651746	8.817516	10.702079	7.430069	8.962577	11.389666	5.198179	10.382269	9.729464	10.875177	11.21812	8.189488	11.041556	13.507349	11.087755	7.220973	13.085271	3.583072
SEVIR_5G295300v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150189	0	0
SEVIR_5G295400v2	0	0	0	0	0.076858	0	0	0	0	0	0	0	0	0.17268	0	0	0	0
SEVIR_5G295500v2	0.173727	0.400709	0.255037	0.283368	0.327489	0.157343	0	0.090645	0.010392	0.898637	0.983496	0.805535	0.160917	0.141512	0.17015	0.102039	0.058014	0.01443
SEVIR_5G295600v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G295700v2	0	0	0	0	0	0.039289	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G295800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G295900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G296000v2	0	0	0.083358	0.069196	0.342361	0.067218	0	0.084053	0	0.21487	0	0	0.169854	0.23346	0	0	0	0
SEVIR_5G296100v2	0	0	0.08505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G296200v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G296300v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
